game,comment,username,confidence
Elden Ring,"Les mecs qui mettent des sales notes parce qu'ils n'arrivent pas à buter le premier mob du tuto ayaaaaaaa Sinon excellent jeu dans la veine de ce que fait Fromsoft - D.A incroyable
- Monde vaste avec pleins d'endroits à visité
- Même la plus petite grotte est ultra taffé
- L'exploration récompense le joueur
- Gameplay qui fonctionne toujours aussi bien
- Pleins de nouvelles mécaniques comme les cendres de guerre
- La verticalitéet j'en passe, franchement une tuerie et sans doute le GOTY 2022",KyleKatern,HIGH
Elden Ring,"Le meilleur jeu de l'histoire avec un scenario digne d'alfred hitchcockPoint positif: trop beau
Point negatif: trop beau Que dire de plus de la part d'un chef d'oeuvre qui pourrait concurrencer le seigneur des anneaux tellement qu'il est prenant",king-mozzy,HIGH
Elden Ring,"Aucun soucis sur pc malgré une carte graphique en dessous des configurations minimales.(radeon rx 570)
Sinon le reste du jeu c'est  une masterclass  de From Software comme on en a l'habitude même points positifs.",teteldgris,HIGH
Elden Ring,"Ce jeu est un chef-d'œuvre, le plaisir de jouer est incroyable, bref quelle claque, de plus aucun bugs sur pc. Tout ceux qui ont mal noté sont des blaireaux.",tartuf86,HIGH
Elden Ring,"Voilà, j'ai ""fini"" le jeu.
Quand je dis ""fini"", je veux dire que j'ai pour la première fois battu le boss de fin et obtenu une des fins du jeu. Mais le jeu lui, a encore énormément de secrets pour moi.Je suis un passionné de jeu-vidéo, j'y joue depuis que j'ai 5 ans, et quand bien même ma vie professionnelle et sociale m'en éloignent de temps en temps, je trouve toujours un week-end et des soirées où je peux allumer mon PC et me perdre ou avec les copains en ligne, ou solo. Mais depuis quelques années, peu de jeux solo qui retiennent mon attention plus de quelques heures. Il y a eu bien eu Witcher 3, BOTW, et Oblivion/Skyrim (pour rester dans les open worlds), rien à faire, sur les autres je m'ennuie rapidement et je retourne vite avec mes potes sur des jeux multi en ligne.
Alors quand j'ai appris que From Software allait sortir un open world, j'étais inquiet : allaient-ils nous sortir une des ces daubes dirigistes à la RDR2 ou Horizon ? De quoi gâcher, à mes yeux, une licence que j'adore.J'avais tout faux. Elden Ring est un jeu incroyable. Le monde est gigantesque, à chaque pas en avant je me sentais abasourdi par tant d'espace. Chaque recoin pousse à l'exploration, qui est elle-même récompensée par de multiples objets. Ca ne s'arrête jamais, et le temps file à une vitesse incroyable. Tu te diriges vers un château que tu vois au loin et sur la route, tu es attiré par une grotte. Puis par une église. Puis un énorme boss te bloque la route et s'enclenche un combat épique. C'est lorsque tu arrives enfin à destination que tu te rends compte que plusieurs heures se sont envolées sans même t'en rendre compte.Mais que serait un open world aussi parfait sans un game design de génie ? C'est magnifique. Je me suis toujours foutu des graphismes dans les jeux, ça ne m'a jamais ému, par contre je suis extrêmement sensible à un monde et des décors cohérents tout en restant originaux. Pari réussi par FS. Les couleurs sont sublimes et le fait de voir l'Arbre Monde de partout est génial puisqu'il permet même au joueur de se diriger grâce à lui. Alors oui, techniquement parlant c'est un peu daté, et pourtant je le trouve infiniment plus beau qu'un mièvre Last of Us 2 ou Horizon FW. J'ai en tête l'horizon depuis la Cime des Géants lorsqu'on y arrive par l'ascenseur, la Sofia, l'Arbre Monde... C'est sublime, mélancolique et surtout : marquant.Quant au gameplay, et bien c'est du FS tout craché, avec quelques touches de Sekiro en plus. J'ai personnellement joué un build Force/Foi, et j'ai pris énormément de plaisir à le jouer. Il y a énormément de builds à faire et à essayer, et les combats sont toujours dynamiques et nerveux. Les Boss sont géniaux, même s'il est vrai qu'il y en a quelques uns qui reviennent tout au long de l'aventure. On en vient donc à la difficulté. Personnellement, j'ai fini tous les Souls sauf Sekiro, que je n'ai pas fait du tout (mais c'est prévu). Et bien si les deux premières parties du jeu sont ma foi plutôt faciles (jusqu'à Rennala), après la difficulté monte d'un cran et j'imagine que ça pourrait en décourager plus d'un. Mais pour les débutants ou les moins patients, le jeu a ajouté des invocations qui viennent vous aider pendant les combats de boss, prenant l'aggro' et vous donnant plus de liberté pour donner vos coups. Je ne les ai pas utilisés donc je ne peux pas être précis, mais sachez qu'elles existent. Quant aux joueurs plus aguerris qui se posent la question, les boss de fin vont vous donner du fil à retordre, notamment la big boss optionnelle SpoilAfficherMasquerMalenia 
Ah, et je vois souvent le débat sur la difficulté, il n'a pas lieu d'être : le jeu est toujours difficile, et il n'y a AUCUNE obligation à utiliser les invocs ou à farmer comme un porc pour avancer. Laissez les gens jouer comme ils veulent.Conclusion : Elden Ring vient de tout détruire. A vrai dire, je pense sincèrement qu'il y aura un avant et un après Elden Ring tant il a démonté absolument TOUS les open worlds existants, tant au niveau des sensations que du game design. En tout cas, moi, je l'ai trouvé parfait. J'ai adoré de bout en bout, et même si certains boss m'ont fait rager comme jamais SpoilAfficherMasquercoucou la bête d'Elden et Malenia  j'ai pris un pied monstre à enfin les vaincre.Merci From Software.",Nvmthebollocks,HIGH
Elden Ring,"Un pur chefs-d'œuvre ! Une épopée magnifique et des décors d'un réalisme éblouissant ! Plongé dans cette aventure épique et vous n'en sortirez pas indemne croyez moi ! Je pense que les gens qui descendent le jeu c'est simplement qu'ils n'ont pas compris le gameplay et n'arrive pas à passer les premiers ennemis, du coup il boycott le jeu et c'est dommage... Parce qu'il en vaut vraiment le détour pour tout ceux qui en auront le courage bien sûr 😉",John_Marston888,HIGH
Elden Ring,50 h de jeu j'ai même pas fait les 3/4 du jeu. Et ça après avoir vaincu un seul demi dieu par contre plein de boss . Faut arrêter de délirer avc les 17 ou 18 voir au dessous.. le jeu est hallucinant. Tellement de choix possibles. Sinon oui il ya un peu de recyclage sur les enenmis. Mais perso je m en fiche ils ont tellement d enenmis différents sur tous leurs jeux on peut bien arrêter de dénigrer ce détail. Après.. son seul défaut c est que ce monde libre bah du coup il est mais tellement plus facile. C est ça qui est dommage. Mais le jeu est vraiment immense.et je suis sur que beaucoup de testeurs n ont pas pu tout voir . Impossible de finir ce jeu en 60 h. Faut être passé à côté de tellement de boss et de régions encore.,Yoshimitsu9,HIGH
Elden Ring,"70h de jeu. Pas fini. Génialissime. 20/20 juste car je trouve honteux que Horizon 2 et sa carte bourrée d'icônes et son open world gps prenne 19/20 alors que Elden Ring, qui ECRASE même BotW, prenne seulement 18.En même temps, on est sur un site qui met 18 à BF2042 après un essai réalisé chez le développeur... Tout est dit.",mercurexi,HIGH
Gran Turismo 7,"Une véritable déclaration d’amour au sport automobile,
contenu dantesque , seul défauts a mon goût les micro transactions mais totalement inutile si ont jouent , sur ps5 la dualsense est incroyablement bien utilisé tout comme l’audio 3D du casque officiel .
Les livrées sont plus pousser que dans GTsport et perso j’adore .
Certaines course genre de nuit ou sous la pluies sont superbes .
Bande son excellente et gameplay génial .
Beaucoup d autres choses à dire mais autant allez vous faire une idée avec le test jvc ou quelque vidéo .
Part contre les pro X qui viennent mettre des notes bidons alors que ils se cachent même pas d être anti Sony vous avez une triste vie et les Multi console se rient bien de vous 😉🙌 JVC un petit tri serait le bienvenu .
Perso après un FH5 sensationnel et un GT retour au source , j’ai de quoi faire .",Oo-DgeO-oO,HIGH
Gran Turismo 7,"Je met un 20 pour remonter la moyenne du jeux a cause des troll qui mon des notes très basses sans raison valables.
Sinon j'aurai mise 17 au jeu pour les raisons suivantes. Le jeux est très complet, avec le nombre de voitures, de circuits, et les diverses modes. Le mode du permis est sympa et a attirée mon attention même si c'est pas trop mon truc normalement.
Pour les courses, je trouve la sensation de vitesse moin bonne que dans Forza, même si elle est pas mal quand même.j'espere que l'impression que les voitures suivent un trajets précis ainsi que les dégâts dans les courses  sera un peu changé avec une mise à jours.
Heureusement que le jeux a une durée de vie colossale pour revenir au positif, et qu'il nous emporte dans l'envie d'avoir tous les véhicules.
Un très bon jeu qui a ces points positifs et ces défauts.",liloosangria,HIGH
Gran Turismo 7,"Pourquoi 20, parce que honnêtement il vaut bien 18/20 mais les notes le font ressortir à 13,9/20 c'est clairement pas la valeur de ce jeu !! Le plaisir est là, les replays sont magnifiques alors oui le jeu peut sembler un peu vide par moment côté paysages et les voitures un peu téléguidés, les dégâts ne sont pas assez présents... Bref c'est pas parfait mais quel plaisir de conduite, quelle précision diabolique dans les tenues de route des différentes voitures. Clairement ça confine au perfectionnisme de ce côté là !",Neo0006,HIGH
Gran Turismo 7,"J'étais parti pour mettre 18 mais je met 20, vu le travail de sape des pro-m qui ne supportent pas la réussite des exclus SONY.
Alors oui un très bon, très beau GT7. Des sensations de conduites très équilibrées, où je comprend manette en main ce qui se passe avec les réactions de la voiture et comment les corriger. Mettre les mains dans le camboui, fait un peu peur tellement de réglages se proposent à nous.
Les permis bien pensé avec des chrono de plus en plus exigeant, qui poussent à désactiver certaines aides pour augmenter les performances de conduite des véhicule et en comprendre par la même l'incidence.
Je lui reproche juste de ne pas avoir fait assez d'effort pour se distinguer de gt sport en terme d'interface.
Bref un Gran Turismo 7 de très grande qualité pour les passionnés ou pour devenir un passionné de l'Automobile",Mi-rando,HIGH
Gran Turismo 7,"13 sur 20 par la communauté, pourtant on à ici un jeux sérieux solide et qui respecte les passionnés de voitures.
Ok gt7 n'est plus le port- étendard de la simulation de voitures par excellence, comme il l'était a une époque.
C'est pas une révolution graphique ou même niveaux sensation.
Mais honnêtement le jeux fait plus que le taff, un 16 ou 17 c'est pas volé mais voilla comme certains sous côte car le jeux n'est pas pensé comme eux l'on pensé ou par mauvaise foies simple ou se retrouve avec des exclus sony basher. Last of us, horizon, gt7 franchement c'est triste de chier sur un travail de qualité. Jusqu'à quand seigneur, jusqu'à quand.",Kounic89,HIGH
Gran Turismo 7,"je met la note de 20 pour remonter la note de certaines personnes qui notes le jeu sur une Perte de connexion d'un jour , alors que 2 jours avant ils ventaient le jeu  comme jamais. Sinon pour ma part je le trouve magnifique graphiquement et très plaisant a jouer . Et même si apparemment du farm va être nécessaire je pense que c'est pas si grave tellement c'est plaisant a jouer.  Ya pas mal course et beaucoup de voiture a collectionné. voilà voilà bon jeu a tous.",skvegas13,HIGH
Gran Turismo 7,"J'ai le jeu depuis la sortie.
Aucunement embeté par la connexion obligatoire..
On aurrais pu s'en passer, mais qui n'as pas internet en 2022. Un faux problème.
Les mictotransactions trop présentent ? Pas plus que dans cod et fifa, et ne pas sortir la cb ne vous handicaperas pas.
60h de jeux, je n'ai pas finis les 'menus' (quêtes en solo), et j'ai 2 permis sur 5.. Une page de defis sur 6.
On dirais qu'on parle d'un jeu avec 3 voitures et 2 circuits, et le reste en dlc payant... C'est pas le cas.Ces 0, ce review bombing massif me dégoûte de la communauté des 'joueurs', qui, en 2022, ne se fait pas un avis en jouant, mais en imitant tel des lemmings les dires de leurs youtubeurs ou streamers préfférés, adeptent des dramas et titres putacliquiens pour le buzz.
On dirais qu'on parle d'un cyberpunk injouable à sa sortie, alors que là, on as un jeu finis et bien finis, sans bugs, et qui peut vous tennir plus de 50h juste avec son contenu d'origine.
Bien plus en refesant des courses deja faites, afin d'avoir + de credits et plus de voiture.. Comme dans tous les GT en sommes.
A ceux qui ont aimé GT2 et GT4 (le meilleur).. Foncez, vous retrouverez les mêmes sensations et même mieux.
Le mode online n'est pas fameux, c'est vrai, mais le solo est lourd,très lourd.",PandaCroMignon,HIGH
Gran Turismo 7,"J'ai le jeu depuis la sortie.
Aucunement embeté par la connexion obligatoire..
On aurrais pu s'en passer, mais qui n'as pas internet en 2022. Un faux problème.
Les mictotransactions trop présentent ? Pas plus que dans cod et fifa, et ne pas sortir la cb ne vous handicaperas pas.
60h de jeux, je n'ai pas finis les 'menus' (quêtes en solo), et j'ai 2 permis sur 5.. Une page de defis sur 6.
On dirais qu'on parle d'un jeu avec 3 voitures et 2 circuits, et le reste en dlc payant... C'est pas le cas.Ces 0, ce review bombing massif me dégoûte de la communauté des 'joueurs', qui, en 2022, ne se fait pas un avis en jouant, mais en imitant tel des lemmings les dires de leurs youtubeurs ou streamers préfférés.
On dirais qu'on parle d'un cyberpunk injouable à sa sortie, alors que là, on as un jeu finis et bien finis, sans bugs, et qui peut vous tennir plus de 50h juste avec son contenu d'origine.
Bien plus en refesant des courses deja faites, afin d'avoir + de credits et plus de voiture.. Comme dans tous les GT en sommes.
A ceux qui ont aimé GT2 et GT4 (le meilleur).. Foncez, vous retrouverez les mêmes sensations et même mieux.
Le mode online n'est pas fameux, c'est vrai, mais le solo est lourd,très lourd.",PandaCroMignon,HIGH
Horizon : Forbidden West,Une vraie claque graphique. Au niveau gameplay c’est le 1 en largement mieux donc si vous avez aimé le 1 celui est une petite merveille ! Faites attention aux trolls sur ce site…,Bloodyv1ne,HIGH
Horizon : Forbidden West,"Quelle Claque !
Guerrilla qui régale enncore une fois et qui montre a la concurrence comment on fait un open world, (cc Halo ).
Ce Horizon 2 est exceptionnel en tout point.Et comme fallait s’y attendre, beaucoup de rageux qui n’ont même pas la console viennent mettre des 0, des 2 etc pathétique",Maximouce,HIGH
Horizon : Forbidden West,"Sur Ps5,
J'étais sur le 18/20 lorsque j'ai vu des 0 (note sans intérêt) donc j'met un +1 pour équilibrer, mais le jeu vaut le 19/20 de JVC, d'une beauté de tout les diables (rarement vu plus beau sur console hormis chez Naughty Dog mais pas sur), les quêtes annexes sont superbes en écriture ainsi que les quêtes principales n'ont font avancer dans une histoire riche en péripéties.
Inutile de dire que ceux qui ont posé les mains sur le 1er seront conquis par ce deuxième opus (qui pour le moment mérite de nombreux prix).
Un grand WOW à chacun de nos pas, GG Guerilla Games & Ps Studio
Ps : Un peu de mal avec le grappin mais on sent qu'il a sa place dans le sac d'Aloy",Morcook1,HIGH
Horizon : Forbidden West,"Superbe jeu.  Une belle claque graphique...
Je ne comprends vraiment pas les gens qui mettent des notes aussi basses.. pourquoi acheter le jeu alors???
Ou ce sont des gens qui sont pro MS et qui sont frustrés de ne pas pouvoir jouer à ce jeu  
Bref, pour les amateurs de ce type de jeu, je le recommande à 200%",fredgils,HIGH
